   MJD       EECO-REF    NIST-REF NS      DATE    COMMENTS
=========    ========    ======== ==    ========  ========
 58484.00       0.000       0.323 m 
 58666.00       0.000       0.287 m 
 58667.00       0.000       0.285 m 
 58670.00       0.000       0.279 m 
 58671.00       0.000       0.277 m 
 58674.00       0.000       0.276 m 
 58675.00       0.000       0.274 m 
 58678.00       0.000       0.266 m 
 58679.00       0.000       0.263 m 
 58680.00       0.000       0.263 m 
 58685.00       0.000       0.248 m 
 58693.00       0.000       0.216 m 
 58695.00       0.000       0.209 m 
 58732.00       0.000       0.182 m 
 58737.00       0.000       0.197 m 
 58738.00       0.000       0.194 m 
 58739.00       0.000       0.172 m 
 58742.00       0.000       0.172 m 
 58743.00       0.000       0.170 m 
 58744.00       0.000       0.169 m 
 58746.00       0.000       0.157 m 
 58748.00       0.000       0.155 m 
 58749.00       0.000       0.154 m 
 58750.00       0.000       0.154 m 
 58752.00       0.000       0.152 m 
 58753.00       0.000       0.155 m 
 58754.00       0.000       0.154 m 
 58756.00       0.000       0.148 m 
 58758.00       0.000       0.146 m 
 58759.00       0.000       0.145 m 
 58761.00       0.000       0.138 m 
 58763.00       0.000       0.130 m 
 58764.00       0.000       0.127 m 
 58776.00       0.000       0.206 m 
 58817.00       0.000       0.131 m 
 58820.00       0.000       0.142 m 
 58891.00       0.000       0.394 m 
 58892.00       0.000       0.394 m 
 58895.00       0.000       0.401 m 
 58899.00       0.000       0.409 m 
 58900.00       0.000       0.411 m 
 58901.00       0.000       0.412 m 
 58905.00       0.000       0.420 m 
 58906.00       0.000       0.421 m 
 58907.00       0.000       0.423 m 
 58908.00       0.000       0.417 m 
 58909.00       0.000       0.417 m 
 58910.00       0.000       0.417 m 
 58911.00       0.000       0.417 m 
 58913.00       0.000       0.415 m 
 58914.00       0.000       0.414 m 
 58915.00       0.000       0.414 m 
 58916.00       0.000       0.416 m 
 58917.00       0.000       0.416 m 
 58918.00       0.000       0.417 m 
 58919.00       0.000       0.418 m 
 58920.00       0.000       0.416 m 
 58922.00       0.000       0.414 m 
 58925.00       0.000       0.407 m 
 58926.00       0.000       0.406 m 
 58928.00       0.000       0.406 m 
 58930.00       0.000       0.403 m 
 58931.00       0.000       0.403 m 
 58932.00       0.000       0.402 m 
 58933.00       0.000       0.400 m 
 58934.00       0.000       0.397 m 
 58937.00       0.000       0.388 m 
 58938.00       0.000       0.386 m 
 58939.00       0.000       0.383 m 
 58940.00       0.000       0.380 m 
 58941.00       0.000       0.377 m 
 58942.00       0.000       0.374 m 
 58943.00       0.000       0.372 m 
 58944.00       0.000       0.369 m 
 58945.00       0.000       0.366 m 
 58946.00       0.000       0.363 m 
 58947.00       0.000       0.362 m 
 58948.00       0.000       0.359 m 
 58949.00       0.000       0.355 m 
 58950.00       0.000       0.352 m 
 58951.00       0.000       0.349 m 
 58952.00       0.000       0.345 m 
 58953.00       0.000       0.340 m 
 58954.00       0.000       0.336 m 
 58955.00       0.000       0.332 m 
 58956.00       0.000       0.327 m 
 58957.00       0.000       0.322 m 
 58958.00       0.000       0.318 m 
 58959.00       0.000       0.313 m 
 58960.00       0.000       0.309 m 
 58961.00       0.000       0.306 m 
 58962.00       0.000       0.300 m 
 58963.00       0.000       0.295 m 
 58964.00       0.000       0.291 m 
 58965.00       0.000       0.286 m 
 58966.00       0.000       0.281 m 
 58967.00       0.000       0.277 m 
 58968.00       0.000       0.273 m 
 58969.00       0.000       0.268 m 
 58970.00       0.000       0.262 m 
 58971.00       0.000       0.258 m 
 58972.00       0.000       0.252 m 
 58973.00       0.000       0.246 m 
 58974.00       0.000       0.241 m 
 58975.00       0.000       0.234 m 
